Code,Section,Order,Content
SHB9106-ES,CongNang,3,Khả năng làm nóng cực nhanh
SHB9106-ES,CongNang,4,Công nghệ INVERTER & INDUCTION BOOSTER tiết kiệm điện
SHB9106-ES,CongNang,5,Nhiều tính năng hiện đại
SHB9106-ES,CongNang,6,"APTOMAT RIÊNG BIỆT, AN TOÀN CHO NGƯỜI DÙNG"
SHB9106-ES,CongNang,7,Chế độ hậu mãi hàng đầu – Bảo hành 36 tháng
SHB9108-S,TongQuan,1,"Bếp đôi điện từ SUNHOUSE SHB9108-S có thiết kế sang trọng rất phù hợp với các căn bếp có phong cách hiện đại. Sản phẩm sử dụng mặt kính cao cấp, chịu lực, chịu nhiệt tốt. Bếp được trang bị bảng điều khiển cảm ứng cùng những tính năng an toàn tiện lợi giúp bạn nấu nướng thuận tiện và nhanh chóng, tiết kiệm tối đa điện năng và thời gian."
SHB9108-S,ThietKe,1,Mặt kính Schott Ceran cao cấp
SHB9108-S,ThietKe,2,Kiểu dáng sang trọng
SHB9108-S,ThietKe,3,Bảng điều khiển cảm ứng
SHB9108-S,CongNang,1,Hai vùng nấu tiện lợi
SHB9108-S,CongNang,2,Khả năng làm nóng cực nhanh
SHB9108-S,CongNang,3,Công nghệ INVERTER & INDUCTION BOOSTER tiết kiệm điện
SHB9108-S,CongNang,4,Mặt kính bếp không bị nóng
SHB9108-S,CongNang,5,Nhiều tính năng hiện đại
SHB9108-S,CongNang,6,"Aptomat riêng biệt, an toàn cho ngườI dùng"
SHB9108-S,CongNang,7,Chế độ hậu mãi hàng đầu – Bảo hành 36 tháng
HPE-DL01L90/7W-D,TongQuan,1,"Đèn led Downlight Happylight được sản xuất trên dây chuyền hiện đại, hiệu suất chiếu sáng cao và khả năng hoạt động ổn định, bền bỉ vượt trội. Sản phẩm có tuổi thọ lên đến 25.000 giờ và khả năng tiết kiệm điện năng lên tới 80% so với bóng đèn sợi đốt."
HPE-DL01L90/7W-D,TongQuan,2,"Đặc biệt, đèn led Downlight Happylight tỏa ít nhiệt, không nhấp nháy, không phát ra tia tử ngoại (UV) nên rất an toàn với người sử dụng và thân thiện với môi trường."
HPE-DL01L90/7W-D,ThietKe,1,THIẾT KẾ: CHIP LED CHẤT LƯỢNG CAO
HPE-DL01L90/7W-D,ThietKe,2,Chip LED chất lượng cao
HPE-DL01L90/7W-D,ThietKe,3,"Đèn led Downlight Happylight HPE-DL01L90/7W-D sử dụng chip LED công nghệ cao, hoạt động ổn định, bền bỉ với tuổi thọ lên đến 25.000 giờ."
HPE-DL01L90/7W-D,ThietKe,4,Dải điện áp hoạt động rộng
HPE-DL01L90/7W-D,ThietKe,5,"Đèn led Downligt Happylight có dải điện áp hoạt động rộng (180-250V), hoạt động ổn định trước sự thay đổi của điện áp lưới."
HPE-DL01L90/7W-D,ThietKe,6,"Tản nhiệt tốt, góc sáng rộng"
HPE-DL01L90/7W-D,ThietKe,7,"Thân đèn làm bằng hợp kim, vừa bền đẹp, vừa tản nhiệt tốt giúp nâng cao tuổi thọ sản phẩm. Mặt đèn làm bằng mica, góc sáng rộng, khuếch tán ánh sáng tốt."
HPE-DL01L90/7W-D,CongNang,1,"CÔNG NĂNG: HIỆU SUẤT CHIẾU SÁNG CAO, TIẾT KIỆM ĐIỆN NĂNG"
HPE-DL01L90/7W-D,CongNang,2,Hiệu suất chiếu sáng cao
HPE-DL01L90/7W-D,CongNang,3,"Đèn led Downlight Happylight HPE-DL01L90/7W-D có hiệu suất chiếu sáng đạt 75 Lumen/W, nhiệt độ màu khoảng 6000-6500K. Đây là ánh sáng mạnh, rõ ràng, rất phù hợp để sử dụng tại gia đình và văn phòng, khách sạn."
HPE-DL01L90/7W-D,CongNang,4,Tiết kiệm 80% điện năng
HPE-DL01L90/7W-D,CongNang,5,"Sản phẩm có khả năng tiết kiệm điện năng lên tới 80% so với bóng đèn sợi đốt, giúp bạn tiết kiệm được một khoản chi phí đáng kể."
HPE-DL01L90/7W-D,CongNang,6,Tuổi thọ 25000 giờ
HPE-DL01L90/7W-D,CongNang,7,"Đèn led Downlight có tuổi thọ cao, lên đến 25000 giờ, gấp 2-3 lần so với đèn compact và không hạn chế số lần bật/tắt, giúp bạn yên tâm sử dụng lâu dài."
HPE-DL01L90/7W-D,CongNang,8,An toàn với người sử dụng
HPE-DL01L90/7W-D,CongNang,9,"Đèn led Downlight Happylight HPE-DL01L90/7W-D phát ra ánh sáng trắng, trung thực và dễ chịu như ánh sáng tự nhiên, không gây mỏi mắt. Sản phẩm không chứa thủy ngân, không phát ra tia tử ngoại (UV) nên rất an toàn với người sử dụng."
HPE-DL03L90/7W,TongQuan,1,"Đèn led Downlight 3 màu Happylight được sản xuất trên dây chuyền hiện đại, hiệu suất chiếu sáng cao và khả năng hoạt động ổn định, bền bỉ vượt trội. Sản phẩm có tuổi thọ lên đến 25.000 giờ và khả năng tiết kiệm điện năng lên tới 80% so với bóng đèn sợi đốt."
HPE-DL03L90/7W,TongQuan,2,"Đặc biệt, đèn led Downlight 3 màu Happylight tỏa ít nhiệt, không nhấp nháy, không phát ra tia tử ngoại (UV) nên rất an toàn với người sử dụng và thân thiện với môi trường."
HPE-DL03L90/7W,ThietKe,1,THIẾT KẾ: CHIP LED CHẤT LƯỢNG CAO
HPE-DL03L90/7W,ThietKe,2,Chip LED chất lượng cao
HPE-DL03L90/7W,ThietKe,3,"Đèn led Downlight 3 màu Happylight HPE-DL03L90/7W sử dụng chip LED công nghệ cao, hoạt động ổn định, bền bỉ với tuổi thọ lên đến 25.000 giờ."
HPE-DL03L90/7W,ThietKe,4,Dải điện áp hoạt động rộng
HPE-DL03L90/7W,ThietKe,5,"Đèn led Downlight Happylight có dải điện áp hoạt động rộng (180-250V), hoạt động ổn định trước sự thay đổi của điện áp lưới."
HPE-DL03L90/7W,ThietKe,6,"Tản nhiệt tốt, góc sáng rộng"
HPE-DL03L90/7W,ThietKe,7,"Thân đèn làm bằng hợp kim, vừa bền đẹp, vừa tản nhiệt tốt giúp nâng cao tuổi thọ sản phẩm. Mặt đèn làm bằng mica, góc sáng rộng, khuếch tán ánh sáng tốt."
HPE-DL03L90/7W,CongNang,1,"CÔNG NĂNG: HIỆU SUẤT CHIẾU SÁNG CAO, TIẾT KIỆM ĐIỆN NĂNG"
HPE-DL03L90/7W,CongNang,2,Hiệu suất chiếu sáng cao
HPE-DL03L90/7W,CongNang,3,"Đèn led Downlight 3 màu Happylight HPE-DL03L90/7W có hiệu suất chiếu sáng đạt 75 Lumen/W, nhiệt độ màu khoảng 6000-6500K. Đây là ánh sáng mạnh, rõ ràng, rất phù hợp để sử dụng tại gia đình và văn phòng, khách sạn. Đặc biệt, đèn có thể điều chỉnh 3 chế độ màu sắc (trắng, vàng, ấm) đáp ứng nhu cầu sử dụng đa dạng của bạn."
HPE-DL03L90/7W,CongNang,4,Tiết kiệm 80% điện năng
HPE-DL03L90/7W,CongNang,5,"Sản phẩm có khả năng tiết kiệm điện năng lên tới 80% so với bóng đèn sợi đốt, giúp bạn tiết kiệm được một khoản chi phí đáng kể."
HPE-DL03L90/7W,CongNang,6,Tuổi thọ 25000 giờ
HPE-DL03L90/7W,CongNang,7,"Đèn led Downlight 3 màu có tuổi thọ cao, lên đến 25000 giờ, gấp 2-3 lần so với đèn compact và không hạn chế số lần bật/tắt, giúp bạn yên tâm sử dụng lâu dài."
HPE-DL03L90/7W,CongNang,8,An toàn với người sử dụng
HPE-DL03L90/7W,CongNang,9,"Đèn led Downlight 3 màu Happylight HPE-DL03L90/7W phát ra ánh sáng trắng, trung thực và dễ chịu như ánh sáng tự nhiên, không gây mỏi mắt. Sản phẩm không chứa thủy ngân, không phát ra tia tử ngoại (UV) nên rất an toàn với người sử dụng."
HPE-DR01L90/9W-D,TongQuan,1,"Đèn led Downlight Happylight được sản xuất trên dây chuyền hiện đại, hiệu suất chiếu sáng cao và khả năng hoạt động ổn định, bền bỉ vượt trội. Sản phẩm có tuổi thọ lên đến 25.000 giờ và khả năng tiết kiệm điện năng lên tới 80% so với bóng đèn sợi đốt."
HPE-DR01L90/9W-D,TongQuan,2,"Đặc biệt, đèn led Downlight Happylight tỏa ít nhiệt, không nhấp nháy, không phát ra tia tử ngoại (UV) nên rất an toàn với người sử dụng và thân thiện với môi trường."
HPE-DR01L90/9W-D,ThietKe,1,THIẾT KẾ: CHIP LED CHẤT LƯỢNG CAO
HPE-DR01L90/9W-D,ThietKe,2,Chip LED chất lượng cao
HPE-DR01L90/9W-D,ThietKe,3,"Đèn led Downlight Happylight HPE-DR01L90/9W-D sử dụng chip LED công nghệ cao, hoạt động ổn định, bền bỉ với tuổi thọ lên đến 25.000 giờ."
HPE-DR01L90/9W-D,ThietKe,4,Dải điện áp hoạt động rộng
HPE-DR01L90/9W-D,ThietKe,5,"Đèn led Downligt Happylight có dải điện áp hoạt động rộng (180-250V), hoạt động ổn định trước sự thay đổi của điện áp lưới."
HPE-DR01L90/9W-D,ThietKe,6,"Tản nhiệt tốt, góc sáng rộng"
HPE-DR01L90/9W-D,ThietKe,7,"Thân đèn làm bằng hợp kim, vừa bền đẹp, vừa tản nhiệt tốt giúp nâng cao tuổi thọ sản phẩm. Mặt đèn làm bằng mica, góc sáng rộng, khuếch tán ánh sáng tốt."
HPE-DR01L90/9W-D,CongNang,1,"CÔNG NĂNG: HIỆU SUẤT CHIẾU SÁNG CAO, TIẾT KIỆM ĐIỆN NĂNG"
HPE-DR01L90/9W-D,CongNang,2,Hiệu suất chiếu sáng cao
HPE-DR01L90/9W-D,CongNang,3,"Đèn led Downlight Happylight HPE-DR01L90/9W-D có hiệu suất chiếu sáng đạt 75 Lumen/W, nhiệt độ màu khoảng 6000-6500K. Đây là ánh sáng mạnh, rõ ràng, rất phù hợp để sử dụng tại gia đình và văn phòng, khách sạn."
HPE-DR01L90/9W-D,CongNang,4,Tiết kiệm 80% điện năng
HPE-DR01L90/9W-D,CongNang,5,"Sản phẩm có khả năng tiết kiệm điện năng lên tới 80% so với bóng đèn sợi đốt, giúp bạn tiết kiệm được một khoản chi phí đáng kể."
HPE-DR01L90/9W-D,CongNang,6,Tuổi thọ 25000 giờ
HPE-DR01L90/9W-D,CongNang,7,"Đèn led Downlight có tuổi thọ cao, lên đến 25000 giờ, gấp 2-3 lần so với đèn compact và không hạn chế số lần bật/tắt, giúp bạn yên tâm sử dụng lâu dài."
HPE-DR01L90/9W-D,CongNang,8,An toàn với người sử dụng
HPE-DR01L90/9W-D,CongNang,9,"Đèn led Downlight Happylight HPE-DR01L90/9W-D phát ra ánh sáng trắng, trung thực và dễ chịu như ánh sáng tự nhiên, không gây mỏi mắt. Sản phẩm không chứa thủy ngân, không phát ra tia tử ngoại (UV) nên rất an toàn với người sử dụng."
HPE-DR03L90/7W,TongQuan,1,"Đèn led Downlight 3 màu Happylight được sản xuất trên dây chuyền hiện đại, hiệu suất chiếu sáng cao và khả năng hoạt động ổn định, bền bỉ vượt trội. Sản phẩm có tuổi thọ lên đến 25.000 giờ và khả năng tiết kiệm điện năng lên tới 80% so với bóng đèn sợi đốt."
HPE-DR03L90/7W,TongQuan,2,"Đặc biệt, đèn led Downlight 3 màu Happylight tỏa ít nhiệt, không nhấp nháy, không phát ra tia tử ngoại (UV) nên rất an toàn với người sử dụng và thân thiện với môi trường."
HPE-DR03L90/7W,ThietKe,1,THIẾT KẾ: CHIP LED CHẤT LƯỢNG CAO
HPE-DR03L90/7W,ThietKe,2,Chip LED chất lượng cao
HPE-DR03L90/7W,ThietKe,3,"Đèn led Downlight 3 màu Happylight HPE-DR03L90/7W sử dụng chip LED công nghệ cao, hoạt động ổn định, bền bỉ với tuổi thọ lên đến 25.000 giờ."
HPE-DR03L90/7W,ThietKe,4,Dải điện áp hoạt động rộng
HPE-DR03L90/7W,ThietKe,5,"Đèn led Downlight Happylight có dải điện áp hoạt động rộng (180-250V), hoạt động ổn định trước sự thay đổi của điện áp lưới."
HPE-DR03L90/7W,ThietKe,6,"Tản nhiệt tốt, góc sáng rộng"
HPE-DR03L90/7W,ThietKe,7,"Thân đèn làm bằng hợp kim, vừa bền đẹp, vừa tản nhiệt tốt giúp nâng cao tuổi thọ sản phẩm. Mặt đèn làm bằng mica, góc sáng rộng, khuếch tán ánh sáng tốt."
HPE-DR03L90/7W,CongNang,1,"CÔNG NĂNG: HIỆU SUẤT CHIẾU SÁNG CAO, TIẾT KIỆM ĐIỆN NĂNG"
HPE-DR03L90/7W,CongNang,2,Hiệu suất chiếu sáng cao
HPE-DR03L90/7W,CongNang,3,"Đèn led Downlight 3 màu Happylight HPE-DR03L90/7W có hiệu suất chiếu sáng đạt 75 Lumen/W, nhiệt độ màu khoảng 6000-6500K. Đây là ánh sáng mạnh, rõ ràng, rất phù hợp để sử dụng tại gia đình và văn phòng, khách sạn. Đặc biệt, đèn có thể điều chỉnh 3 chế độ màu sắc (trắng, vàng, ấm) đáp ứng nhu cầu sử dụng đa dạng của bạn."
HPE-DR03L90/7W,CongNang,4,Tiết kiệm 80% điện năng
HPE-DR03L90/7W,CongNang,5,"Sản phẩm có khả năng tiết kiệm điện năng lên tới 80% so với bóng đèn sợi đốt, giúp bạn tiết kiệm được một khoản chi phí đáng kể."
HPE-DR03L90/7W,CongNang,6,Tuổi thọ 25000 giờ
HPE-DR03L90/7W,CongNang,7,"Đèn led Downlight 3 màu có tuổi thọ cao, lên đến 25000 giờ, gấp 2-3 lần so với đèn compact và không hạn chế số lần bật/tắt, giúp bạn yên tâm sử dụng lâu dài."
HPE-DR03L90/7W,CongNang,8,An toàn với người sử dụng
HPE-DR03L90/7W,CongNang,9,"Đèn led Downlight 3 màu Happylight HPE-DR03L90/7W phát ra ánh sáng trắng, trung thực và dễ chịu như ánh sáng tự nhiên, không gây mỏi mắt. Sản phẩm không chứa thủy ngân, không phát ra tia tử ngoại (UV) nên rất an toàn với người sử dụng."
HPE-DR03L90/9W,TongQuan,1,"Đèn led Downlight 3 màu Happylight được sản xuất trên dây chuyền hiện đại, hiệu suất chiếu sáng cao và khả năng hoạt động ổn định, bền bỉ vượt trội. Sản phẩm có tuổi thọ lên đến 25.000 giờ và khả năng tiết kiệm điện năng lên tới 80% so với bóng đèn sợi đốt."
HPE-DR03L90/9W,TongQuan,2,"Đặc biệt, đèn led Downlight 3 màu Happylight tỏa ít nhiệt, không nhấp nháy, không phát ra tia tử ngoại (UV) nên rất an toàn với người sử dụng và thân thiện với môi trường."
HPE-DR03L90/9W,ThietKe,1,THIẾT KẾ: CHIP LED CHẤT LƯỢNG CAO
HPE-DR03L90/9W,ThietKe,2,Chip LED chất lượng cao
HPE-DR03L90/9W,ThietKe,3,"Đèn led Downlight 3 màu Happylight HPE-DR03L90/9W sử dụng chip LED công nghệ cao, hoạt động ổn định, bền bỉ với tuổi thọ lên đến 25.000 giờ."
HPE-DR03L90/9W,ThietKe,4,Dải điện áp hoạt động rộng
HPE-DR03L90/9W,ThietKe,5,"Đèn led Downlight Happylight có dải điện áp hoạt động rộng (180-250V), hoạt động ổn định trước sự thay đổi của điện áp lưới."
HPE-DR03L90/9W,ThietKe,6,"Tản nhiệt tốt, góc sáng rộng"
HPE-DR03L90/9W,ThietKe,7,"Thân đèn làm bằng hợp kim, vừa bền đẹp, vừa tản nhiệt tốt giúp nâng cao tuổi thọ sản phẩm. Mặt đèn làm bằng mica, góc sáng rộng, khuếch tán ánh sáng tốt."
HPE-DR03L90/9W,CongNang,1,"CÔNG NĂNG: HIỆU SUẤT CHIẾU SÁNG CAO, TIẾT KIỆM ĐIỆN NĂNG"
HPE-DR03L90/9W,CongNang,2,Hiệu suất chiếu sáng cao
HPE-DR03L90/9W,CongNang,3,"Đèn led Downlight 3 màu Happylight HPE-DR03L90/9W có hiệu suất chiếu sáng đạt 75 Lumen/W, nhiệt độ màu khoảng 6000-6500K. Đây là ánh sáng mạnh, rõ ràng, rất phù hợp để sử dụng tại gia đình và văn phòng, khách sạn. Đặc biệt, đèn có thể điều chỉnh 3 chế độ màu sắc (trắng, vàng, ấm) đáp ứng nhu cầu sử dụng đa dạng của bạn."
HPE-DR03L90/9W,CongNang,4,Tiết kiệm 80% điện năng
HPE-DR03L90/9W,CongNang,5,"Sản phẩm có khả năng tiết kiệm điện năng lên tới 80% so với bóng đèn sợi đốt, giúp bạn tiết kiệm được một khoản chi phí đáng kể."
HPE-DR03L90/9W,CongNang,6,Tuổi thọ 25000 giờ
HPE-DR03L90/9W,CongNang,7,"Đèn led Downlight 3 màu có tuổi thọ cao, lên đến 25000 giờ, gấp 2-3 lần so với đèn compact và không hạn chế số lần bật/tắt, giúp bạn yên tâm sử dụng lâu dài."
HPE-DR03L90/9W,CongNang,8,An toàn với người sử dụng
HPE-DR03L90/9W,CongNang,9,"Đèn led Downlight 3 màu Happylight HPE-DR03L90/9W phát ra ánh sáng trắng, trung thực và dễ chịu như ánh sáng tự nhiên, không gây mỏi mắt. Sản phẩm không chứa thủy ngân, không phát ra tia tử ngoại (UV) nên rất an toàn với người sử dụng."
SHE-LEDA45AL-A3W,TongQuan,1,"Bóng đèn LED thân nhôm SUNHOUSE được sản xuất trên dây chuyền hiện đại, hiệu suất chiếu sáng cao và khả năng hoạt động ổn định, bền bỉ vượt trội. Sản phẩm có tuổi thọ lên đến 25.000 giờ và khả năng tiết kiệm điện năng lên tới 85% so với bóng đèn sợi đốt."
SHE-LEDA45AL-A3W,TongQuan,2,"Đặc biệt, bóng đèn LED SUNHOUSE không chứa thủy ngân, không phát ra tia tử ngoại (UV), tia hồng ngoại (IR), và còn giúp giảm lượng khí thải CO2 ra môi trường một cách hiệu quả."
SHE-LEDA45AL-A3W,ThietKe,1,Chip LED chất lượng cao
SHE-LEDA45AL-A3W,ThietKe,2,Thân nhôm tản nhiệt tốt
SHE-LEDA45AL-A3W,ThietKe,3,Sử dụng đui xoáy E27 tiện dụng
SHE-LEDA45AL-A3W,ThietKe,4,Vỏ nhựa bền đẹp
SHE-LEDA45AL-A3W,CongNang,1,Hiệu suất chiếu sáng cao
SHE-LEDA45AL-A3W,CongNang,2,Tiết kiệm 85% điện năng
SHE-LEDA45AL-A3W,CongNang,3,Tuổi thọ 25000h
SHE-LEDA45AL-A3W,CongNang,4,An toàn với người sử dụng
SHE-LEDA60AL-A6W,TongQuan,1,"Bóng đèn LED thân nhôm SUNHOUSE được sản xuất trên dây chuyền hiện đại, hiệu suất chiếu sáng cao và khả năng hoạt động ổn định, bền bỉ vượt trội. Sản phẩm có tuổi thọ lên đến 25.000 giờ và khả năng tiết kiệm điện năng lên tới 85% so với bóng đèn sợi đốt."
SHE-LEDA60AL-A6W,TongQuan,2,"Đặc biệt, bóng đèn LED SUNHOUSE không chứa thủy ngân, không phát ra tia tử ngoại (UV), tia hồng ngoại (IR), và còn giúp giảm lượng khí thải CO2 ra môi trường một cách hiệu quả."
SHE-LEDA60AL-A6W,ThietKe,1,Chip LED chất lượng cao
SHE-LEDA60AL-A6W,ThietKe,2,Thân nhôm tản nhiệt tốt
SHE-LEDA60AL-A6W,ThietKe,3,Sử dụng đui xoáy E27 tiện dụng
SHE-LEDA60AL-A6W,ThietKe,4,Vỏ nhựa bền đẹp
SHE-LEDA60AL-A6W,CongNang,1,Hiệu suất chiếu sáng cao
SHE-LEDA60AL-A6W,CongNang,2,Tiết kiệm 85% điện năng
SHE-LEDA60AL-A6W,CongNang,3,Tuổi thọ 25000h
SHE-LEDA60AL-A6W,CongNang,4,An toàn với người sử dụng
SHE-LEDA60AL-A8W,TongQuan,1,"Bóng đèn LED thân nhôm SUNHOUSE được sản xuất trên dây chuyền hiện đại, hiệu suất chiếu sáng cao và khả năng hoạt động ổn định, bền bỉ vượt trội. Sản phẩm có tuổi thọ lên đến 35.000 giờ và khả năng tiết kiệm điện năng lên tới 85% so với bóng đèn sợi đốt."
SHE-LEDA60AL-A8W,TongQuan,2,"Đặc biệt, bóng đèn LED SUNHOUSE không chứa thủy ngân, không phát ra tia tử ngoại (UV), tia hồng ngoại (IR), và còn giúp giảm lượng khí thải CO2 ra môi trường một cách hiệu quả."
SHE-LEDA60AL-A8W,ThietKe,1,Chip LED chất lượng cao
SHE-LEDA60AL-A8W,ThietKe,2,Thân nhôm tản nhiệt tốt
SHE-LEDA60AL-A8W,ThietKe,3,Sử dụng đui xoáy E27 tiện dụng
SHE-LEDA60AL-A8W,ThietKe,4,Vỏ nhựa bền đẹp
SHE-LEDA60AL-A8W,CongNang,1,Hiệu suất chiếu sáng cao
SHE-LEDA60AL-A8W,CongNang,2,Tiết kiệm 85% điện năng
SHE-LEDA60AL-A8W,CongNang,3,Tuổi thọ 25000h
SHE-LEDA60AL-A8W,CongNang,4,An toàn với người sử dụng
SHE-LEDA60AL-A10W,TongQuan,1,"Bóng đèn LED thân nhôm SUNHOUSE được sản xuất trên dây chuyền hiện đại, hiệu suất chiếu sáng cao và khả năng hoạt động ổn định, bền bỉ vượt trội. Sản phẩm có tuổi thọ lên đến 25.000 giờ và khả năng tiết kiệm điện năng lên tới 85% so với bóng đèn sợi đốt."
SHE-LEDA60AL-A10W,TongQuan,2,"Đặc biệt, bóng đèn LED SUNHOUSE không chứa thủy ngân, không phát ra tia tử ngoại (UV), tia hồng ngoại (IR), và còn giúp giảm lượng khí thải CO2 ra môi trường một cách hiệu quả."
SHE-LEDA60AL-A10W,ThietKe,1,Chip LED chất lượng cao
SHE-LEDA60AL-A10W,ThietKe,2,Thân nhôm tản nhiệt tốt
SHE-LEDA60AL-A10W,ThietKe,3,Sử dụng đui xoáy E27 tiện dụng
SHE-LEDA60AL-A10W,ThietKe,4,Vỏ nhựa bền đẹp
SHE-LEDA60AL-A10W,CongNang,1,Hiệu suất chiếu sáng cao
SHE-LEDA60AL-A10W,CongNang,2,Tiết kiệm 85% điện năng
SHE-LEDA60AL-A10W,CongNang,3,Tuổi thọ 25000h
SHE-LEDA60AL-A10W,CongNang,4,An toàn với người sử dụng
SHE-LEDA60AL-A15W,TongQuan,1,"Bóng đèn LED thân nhôm SUNHOUSE được sản xuất trên dây chuyền hiện đại, hiệu suất chiếu sáng cao và khả năng hoạt động ổn định, bền bỉ vượt trội. Sản phẩm có tuổi thọ lên đến 25.000 giờ và khả năng tiết kiệm điện năng lên tới 85% so với bóng đèn sợi đốt."
SHE-LEDA60AL-A15W,TongQuan,2,"Đặc biệt, bóng đèn LED SUNHOUSE không chứa thủy ngân, không phát ra tia tử ngoại (UV), tia hồng ngoại (IR), và còn giúp giảm lượng khí thải CO2 ra môi trường một cách hiệu quả."
SHE-LEDA60AL-A15W,ThietKe,1,Chip LED chất lượng cao
SHE-LEDA60AL-A15W,ThietKe,2,Thân nhôm tản nhiệt tốt
SHE-LEDA60AL-A15W,ThietKe,3,Sử dụng đui xoáy E27 tiện dụng
SHE-LEDA60AL-A15W,ThietKe,4,Vỏ nhựa bền đẹp
SHE-LEDA60AL-A15W,CongNang,1,Hiệu suất chiếu sáng cao
SHE-LEDA60AL-A15W,CongNang,2,Dải điện áp hoạt động rộng
SHE-LEDA60AL-A15W,CongNang,3,Tiết kiệm 85% điện năng
SHE-LEDA60AL-A15W,CongNang,4,Tuổi thọ 25000h
SHE-LEDA60AL-A15W,CongNang,5,An toàn với người sử dụng
HPE-BTUPT8-18W.D.ECO,TongQuan,1,"Bóng đèn LED tuýp HAPPY LIGHT được sản xuất trên dây chuyền hiện đại, hiệu suất chiếu sáng cao và khả năng hoạt động ổn định, bền bỉ vượt trội. Sản phẩm có tuổi thọ lên đến 25.000 giờ và khả năng tiết kiệm điện năng lên tới 85% so với bóng đèn sợi đốt."
HPE-BTUPT8-18W.D.ECO,TongQuan,2,"Đặc biệt, bóng đèn LED tube HAPPY LIGHT tỏa ít nhiệt, không phát ra tia tử ngoại (UV), tia hồng ngoại (IR) và không chứa thủy ngân nên rất an toàn với người sử dụng và thân thiện với môi trường."
HPE-BTUPT8-18W.D.ECO,ThietKe,1,THIẾT KẾ: CHIP LED CHẤT LƯỢNG CAO
HPE-BTUPT8-18W.D.ECO,ThietKe,2,Chip LED chất lượng cao
HPE-BTUPT8-18W.D.ECO,ThietKe,3,"Bóng đèn LED tube Apex HPE-BTUPT8-18W.D.ECO sử dụng chip LED công nghệ cao, thiết kế độc lập được cấp bằng sáng chế và đạt tiêu chuẩn quốc tế. Loại chip này mang đến khả năng hoạt động ổn định, bền bỉ với tuổi thọ lên đến 25.000 giờ chiếu sáng."
HPE-BTUPT8-18W.D.ECO,ThietKe,4,Sử dụng đui cài G13 tiện dụng
HPE-BTUPT8-18W.D.ECO,ThietKe,5,Đây là loại đui đèn rất phổ biến đối với bóng đèn tuýp và rất dễ dùng. Chỉ vài thao tác đơn giản bạn đã lắp đặt xong bóng đèn để bắt đầu sử dụng.
HPE-BTUPT8-18W.D.ECO,ThietKe,6,Ống đèn bằng thủy tinh trong suốt
HPE-BTUPT8-18W.D.ECO,ThietKe,7,"Phần ống đèn (chụp tán xạ của bóng đèn) được làm bằng thủy tinh trong suốt, dày dặn, độ bền cao, khuếch tán ánh sáng hiệu quả."
HPE-BTUPT8-18W.D.ECO,CongNang,1,"CÔNG NĂNG: HIỆU SUẤT CHIẾU SÁNG CAO, TIẾT KIỆM ĐIỆN NĂNG"
HPE-BTUPT8-18W.D.ECO,CongNang,2,Hiệu suất chiếu sáng cao
HPE-BTUPT8-18W.D.ECO,CongNang,3,"Bóng đèn có hiệu suất chiếu sáng đạt khoảng 90-100 Lumen/W, nhiệt độ màu 6500K. Đây là ánh sáng mạnh, rõ ràng và dễ chịu, rất phù hợp để sử dụng tại gia đình và văn phòng."
HPE-BTUPT8-18W.D.ECO,CongNang,4,Tiết kiệm 85% điện năng
HPE-BTUPT8-18W.D.ECO,CongNang,5,"Sản phẩm có khả năng tiết kiệm điện năng lên tới 85% so với bóng đèn sợi đốt, giúp bạn tiết kiệm được một khoản chi phí đáng kể."
HPE-BTUPT8-18W.D.ECO,CongNang,6,Tuổi thọ 25000h
HPE-BTUPT8-18W.D.ECO,CongNang,7,"Bóng đèn tuýp Apex có tuổi thọ cao, lên đến 25000h chiếu sáng giúp bạn yên tâm sử dụng lâu dài, không tốn nhiều chi phí mua sản phẩm thay thế."
HPE-BTUPT8-18W.D.ECO,CongNang,8,An toàn với người sử dụng
HPE-BTUPT8-18W.D.ECO,CongNang,9,"Bóng đèn LED tube Apex HPE-BTUPT8-18W.D.ECO phát ra ánh sáng trắng, dịu nhẹ, không gây mỏi mắt. Sản phẩm không chứa thủy ngân, không phát ra tia tử ngoại (UV), tia hồng ngoại (IR) nên rất an toàn với người sử dụng."
HPE-TUPT8-20W.D.ECO,TongQuan,1,"Bóng đèn LED tuýp HAPPY LIGHT được sản xuất trên dây chuyền hiện đại, hiệu suất chiếu sáng cao và khả năng hoạt động ổn định, bền bỉ vượt trội. Sản phẩm có tuổi thọ lên đến 25.000 giờ và khả năng tiết kiệm điện năng lên tới 85% so với bóng đèn sợi đốt."
HPE-TUPT8-20W.D.ECO,TongQuan,2,"Đặc biệt, bóng đèn LED tube HAPPY LIGHT tỏa ít nhiệt, không phát ra tia tử ngoại (UV), tia hồng ngoại (IR) và không chứa thủy ngân nên rất an toàn với người sử dụng và thân thiện với môi trường."
HPE-TUPT8-20W.D.ECO,ThietKe,1,THIẾT KẾ: CHIP LED CHẤT LƯỢNG CAO
HPE-TUPT8-20W.D.ECO,ThietKe,2,Chip LED chất lượng cao
HPE-TUPT8-20W.D.ECO,ThietKe,3,"Bóng đèn LED tube Apex HPE-TUPT8-20W.D.ECO sử dụng chip LED công nghệ cao, thiết kế độc lập được cấp bằng sáng chế và đạt tiêu chuẩn quốc tế. Loại chip này mang đến khả năng hoạt động ổn định, bền bỉ với tuổi thọ lên đến 25.000 giờ chiếu sáng."
